ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
28393,1,1,182,1849,1667
28394,0,0,36,0,-36
28395,1,0,139,0,-139
28396,0,0,15,0,-15
28397,0,0,1,0,-1
28398,0,0,7,0,-7
28399,1,1,20,1582,1562
28400,1,1,1259,1216,-43
28401,1,1,671,1217,546
28402,1,1,325,1570,1245
28403,1,0,37,0,-37
28404,1,0,58,0,-58
28405,0,0,33,0,-33
28406,0,0,96,0,-96
28407,1,1,240,1671,1431
28408,1,1,587,1227,640
28409,1,1,1426,1299,-127
28410,1,0,47,0,-47
28411,1,1,561,2947,2386
28412,0,0,41,0,-41
28413,1,0,129,0,-129
28414,1,0,38,0,-38
28415,0,0,33,0,-33
28416,1,0,27,0,-27
28417,1,0,28,0,-28
28418,0,0,19,0,-19
28419,1,0,84,0,-84
28420,0,0,4,0,-4
28421,0,0,2,0,-2
28422,0,0,34,0,-34
28423,1,0,141,0,-141
28424,1,0,37,0,-37
28425,1,1,786,1471,685
28426,0,0,22,0,-22
28427,0,0,12,0,-12
28428,1,1,212,1242,1030
28429,0,0,234,0,-234
28430,0,0,176,0,-176
28431,1,1,103,1540,1437
28432,1,1,926,1686,760
28433,1,0,45,0,-45
28434,1,0,1,0,-1
28435,1,1,206,1383,1177
28436,0,0,65,0,-65
28437,0,0,30,0,-30
28438,0,0,10,0,-10
28439,1,0,13,0,-13
28440,1,1,266,1826,1560
28441,0,0,30,0,-30
28442,1,1,584,1435,851
28443,1,0,67,0,-67
28444,1,0,11,0,-11
28445,0,0,55,0,-55
28446,0,0,57,0,-57
28447,1,0,24,0,-24
28448,1,0,56,0,-56
28449,0,0,106,0,-106
28450,1,1,2,1718,1716
28451,1,0,23,0,-23
28452,1,1,342,2744,2402
28453,0,0,15,0,-15
28454,1,0,44,0,-44
28455,0,0,30,0,-30
28456,1,0,6,0,-6
28457,0,0,81,0,-81
28458,1,0,56,0,-56
28459,0,0,81,0,-81
28460,0,0,6,0,-6
28461,1,0,7,0,-7
28462,0,0,43,0,-43
28463,1,1,344,1390,1046
28464,1,0,77,0,-77
28465,1,1,20,1403,1383
28466,1,1,414,1551,1137
28467,0,0,2,0,-2
28468,1,1,732,1429,697
28469,1,1,72,1586,1514
28470,1,0,66,0,-66
28471,1,1,401,1522,1121
28472,0,0,32,0,-32
28473,1,0,20,0,-20
28474,0,0,2,0,-2
28475,1,0,24,0,-24
28476,1,0,42,0,-42
28477,0,0,0,0,0
28478,0,0,45,0,-45
28479,0,0,23,0,-23
28480,1,1,108,1224,1116
28481,0,0,26,0,-26
28482,0,0,43,0,-43
28483,1,1,293,1365,1072
28484,1,1,97,1236,1139
28485,0,0,56,0,-56
28486,1,0,39,0,-39
28487,1,1,1314,1317,3
28488,0,0,24,0,-24
28489,1,1,391,1304,913
28490,0,0,26,0,-26
28491,1,1,180,1239,1059
28492,0,0,22,0,-22
28493,0,0,36,0,-36
28494,0,0,34,0,-34
28495,0,0,87,0,-87
28496,0,0,53,0,-53
28497,1,0,60,0,-60
28498,0,0,51,0,-51
28499,1,0,118,0,-118
28500,1,1,1774,1315,-459
28501,0,0,20,0,-20
28502,0,0,11,0,-11
28503,0,0,59,0,-59
28504,1,1,729,1200,471
28505,0,0,32,0,-32
28506,1,0,27,0,-27
28507,1,1,337,1218,881
28508,1,0,42,0,-42
28509,1,0,10,0,-10
28510,1,0,2,0,-2
28511,1,1,1033,1443,410
28512,0,0,27,0,-27
28513,1,0,50,0,-50
28514,1,1,44,2951,2907
28515,0,0,32,0,-32
28516,1,1,131,1808,1677
28517,1,1,141,1488,1347
28518,0,0,88,0,-88
28519,1,0,150,0,-150
28520,1,0,59,0,-59
28521,0,0,10,0,-10
28522,0,0,21,0,-21
28523,1,1,1027,1280,253
28524,1,1,391,1409,1018
28525,0,0,153,0,-153
28526,0,0,80,0,-80
28527,0,0,35,0,-35
28528,0,0,43,0,-43
28529,1,1,704,1284,580
28530,1,1,1922,1616,-306
28531,1,0,7,0,-7
28532,0,0,15,0,-15
28533,0,0,2,0,-2
28534,0,0,29,0,-29
28535,1,1,823,1506,683
28536,1,1,467,1208,741
28537,1,0,24,0,-24
28538,0,0,16,0,-16
28539,0,0,72,0,-72
28540,1,0,57,0,-57
28541,1,0,21,0,-21
28542,0,0,27,0,-27
28543,1,1,585,1461,876
28544,1,1,638,1408,770
28545,0,0,68,0,-68
28546,0,0,10,0,-10
28547,1,1,366,2107,1741
28548,1,0,29,0,-29
28549,1,1,179,1375,1196
28550,1,0,4,0,-4
28551,0,0,82,0,-82
28552,1,1,314,1382,1068
28553,1,1,332,1226,894
28554,1,0,26,0,-26
28555,1,0,41,0,-41
28556,1,0,21,0,-21
28557,0,0,13,0,-13
28558,0,0,14,0,-14
28559,1,0,42,0,-42
28560,0,0,10,0,-10
28561,1,1,109,1500,1391
28562,0,0,23,0,-23
28563,1,1,1158,1225,67
28564,1,0,2,0,-2
28565,0,0,69,0,-69
28566,0,0,94,0,-94
28567,0,0,13,0,-13
28568,1,0,48,0,-48
28569,0,0,50,0,-50
28570,0,0,18,0,-18
28571,1,1,305,1252,947
28572,0,0,59,0,-59
28573,1,0,68,0,-68
28574,1,1,403,1298,895
28575,1,1,383,1517,1134
28576,0,0,34,0,-34
28577,1,0,94,0,-94
28578,1,0,3,0,-3
28579,0,0,62,0,-62
28580,1,1,93,1862,1769
28581,1,1,1239,1280,41
28582,1,0,244,0,-244
28583,1,1,103,1228,1125
28584,1,0,12,0,-12
28585,0,0,35,0,-35
28586,1,1,349,1367,1018
28587,1,0,52,0,-52
28588,1,1,982,1990,1008
28589,0,0,18,0,-18
28590,0,0,39,0,-39
28591,0,0,208,0,-208
28592,1,1,1253,1237,-16
28593,0,0,91,0,-91
28594,0,0,59,0,-59
28595,1,0,1,0,-1
28596,0,0,26,0,-26
28597,0,0,85,0,-85
28598,1,1,650,2153,1503
28599,0,0,52,0,-52
28600,1,0,47,0,-47
28601,0,0,27,0,-27
28602,0,0,72,0,-72
28603,1,1,668,1345,677
28604,0,0,175,0,-175
28605,1,0,26,0,-26
28606,0,0,56,0,-56
28607,1,0,15,0,-15
28608,0,0,14,0,-14
28609,0,0,40,0,-40
28610,0,0,2,0,-2
28611,0,0,158,0,-158
28612,1,1,443,1451,1008
28613,0,0,42,0,-42
28614,1,1,782,1612,830
28615,1,1,894,1937,1043
28616,1,0,23,0,-23
28617,0,0,14,0,-14
28618,1,0,1,0,-1
28619,1,1,960,1401,441
28620,1,1,180,1696,1516
28621,0,0,12,0,-12
28622,1,1,1405,1467,62
28623,1,0,81,0,-81
28624,1,0,24,0,-24
28625,1,0,95,0,-95
28626,1,0,1,0,-1
28627,1,1,314,2897,2583
28628,0,0,26,0,-26
28629,1,1,1318,1583,265
28630,1,1,98,1268,1170
28631,1,0,35,0,-35
28632,1,0,47,0,-47
28633,1,0,23,0,-23
28634,0,0,12,0,-12
28635,0,0,30,0,-30
28636,1,1,293,1430,1137
28637,0,0,17,0,-17
28638,1,0,42,0,-42
28639,0,0,9,0,-9
28640,1,0,0,0,0
28641,0,0,2,0,-2
28642,1,0,80,0,-80
28643,0,0,6,0,-6
28644,1,0,73,0,-73
28645,1,0,38,0,-38
28646,0,0,25,0,-25
28647,0,0,21,0,-21
28648,1,0,53,0,-53
28649,0,0,12,0,-12
28650,1,0,37,0,-37
28651,0,0,5,0,-5
28652,1,1,74,1690,1616
28653,0,0,15,0,-15
28654,0,0,73,0,-73
28655,1,1,45,1410,1365
28656,1,1,138,1354,1216
28657,0,0,57,0,-57
28658,1,0,0,0,0
28659,0,0,4,0,-4
28660,1,1,175,1253,1078
28661,1,0,24,0,-24
28662,1,1,428,1223,795
28663,0,0,25,0,-25
28664,0,0,29,0,-29
28665,0,0,40,0,-40
28666,0,0,1,0,-1
28667,1,1,1211,1620,409
28668,0,0,25,0,-25
28669,0,0,59,0,-59
28670,0,0,327,0,-327
28671,0,0,17,0,-17
28672,1,1,336,1258,922
28673,0,0,12,0,-12
28674,1,0,17,0,-17
28675,1,0,37,0,-37
28676,1,0,11,0,-11
28677,1,0,55,0,-55
28678,1,1,1159,1402,243
28679,0,0,28,0,-28
28680,1,0,42,0,-42
28681,0,0,14,0,-14
28682,1,1,237,3011,2774
28683,1,0,37,0,-37
28684,1,1,819,1647,828
28685,1,0,17,0,-17
28686,0,0,0,0,0
28687,1,0,74,0,-74
28688,1,0,130,0,-130
28689,1,0,93,0,-93
28690,1,1,32,1463,1431
28691,1,1,1103,1611,508
28692,1,1,591,1235,644
28693,1,1,160,1328,1168
28694,1,0,86,0,-86
28695,0,0,45,0,-45
28696,1,0,76,0,-76
28697,0,0,92,0,-92
28698,1,1,265,1309,1044
28699,1,1,433,1273,840
28700,0,0,90,0,-90
28701,1,1,972,2475,1503
28702,1,0,2,0,-2
28703,1,0,4,0,-4
28704,0,0,5,0,-5
28705,0,0,477,0,-477
28706,0,0,118,0,-118
28707,1,0,100,0,-100
28708,0,0,134,0,-134
28709,1,1,573,1458,885
28710,1,0,11,0,-11
28711,0,0,40,0,-40
28712,1,1,673,1882,1209
28713,1,1,1304,1331,27
28714,1,1,1628,1737,109
28715,1,0,25,0,-25
28716,0,0,54,0,-54
28717,1,0,27,0,-27
28718,1,1,1355,1253,-102
28719,1,0,32,0,-32
28720,1,1,150,1925,1775
28721,1,1,137,1533,1396
28722,1,1,133,1354,1221
28723,0,0,23,0,-23
28724,1,0,29,0,-29
28725,1,0,11,0,-11
28726,0,0,156,0,-156
28727,0,0,188,0,-188
28728,1,1,747,1564,817
28729,0,0,21,0,-21
28730,0,0,5,0,-5
28731,0,0,33,0,-33
28732,1,1,814,1231,417
28733,1,1,682,1254,572
28734,1,0,1,0,-1
28735,0,0,111,0,-111
28736,1,0,16,0,-16
28737,1,0,16,0,-16
28738,0,0,41,0,-41
28739,1,1,497,1370,873
28740,1,1,373,1732,1359
28741,1,0,13,0,-13
28742,1,0,9,0,-9
28743,0,0,107,0,-107
28744,1,0,4,0,-4
28745,0,0,34,0,-34
28746,1,0,75,0,-75
28747,1,1,332,1388,1056
28748,0,0,52,0,-52
28749,1,1,118,1284,1166
28750,0,0,137,0,-137
28751,0,0,8,0,-8
28752,0,0,32,0,-32
28753,1,0,28,0,-28
28754,0,0,125,0,-125
28755,1,0,36,0,-36
28756,1,1,30,1953,1923
28757,0,0,41,0,-41
28758,1,1,460,1354,894
28759,1,0,12,0,-12
28760,0,0,2,0,-2
28761,1,1,241,1945,1704
28762,0,0,20,0,-20
28763,1,0,107,0,-107
28764,1,0,70,0,-70
28765,1,1,224,1634,1410
28766,0,0,54,0,-54
28767,1,0,50,0,-50
28768,0,0,18,0,-18
28769,1,1,388,1979,1591
28770,1,1,732,1727,995
28771,1,0,32,0,-32
28772,0,0,92,0,-92
28773,1,1,462,1208,746
28774,1,0,13,0,-13
28775,0,0,111,0,-111
28776,1,1,266,1296,1030
28777,1,0,6,0,-6
28778,1,0,39,0,-39
28779,0,0,23,0,-23
28780,0,0,83,0,-83
28781,1,1,2111,1334,-777
28782,1,1,258,1273,1015
28783,0,0,11,0,-11
28784,0,0,33,0,-33
28785,0,0,4,0,-4
28786,1,1,548,2104,1556
28787,1,1,204,1583,1379
28788,1,0,116,0,-116
28789,0,0,160,0,-160
28790,1,0,30,0,-30
28791,0,0,62,0,-62
28792,1,1,104,1796,1692
28793,0,0,35,0,-35
28794,1,1,1706,1410,-296
28795,1,1,647,1640,993
28796,1,1,64,2996,2932
28797,0,0,152,0,-152
28798,1,0,14,0,-14
28799,0,0,10,0,-10
28800,1,0,42,0,-42
28801,1,1,539,1658,1119
28802,1,0,19,0,-19
28803,0,0,68,0,-68
28804,0,0,10,0,-10
28805,1,0,15,0,-15
28806,1,1,73,1222,1149
28807,1,0,11,0,-11
28808,0,0,18,0,-18
28809,1,1,564,1243,679
28810,0,0,0,0,0
28811,1,0,49,0,-49
28812,1,0,121,0,-121
28813,1,0,22,0,-22
28814,1,0,94,0,-94
28815,1,1,311,1288,977
28816,0,0,2,0,-2
28817,0,0,62,0,-62
28818,1,0,47,0,-47
28819,1,0,41,0,-41
28820,1,0,5,0,-5
28821,1,1,107,1254,1147
28822,0,0,6,0,-6
28823,1,0,16,0,-16
28824,1,0,38,0,-38
28825,1,1,436,1330,894
28826,1,0,53,0,-53
28827,1,1,557,1373,816
28828,0,0,102,0,-102
28829,1,0,107,0,-107
28830,1,1,231,1228,997
28831,1,0,46,0,-46
28832,1,1,256,1387,1131
28833,1,1,1148,1385,237
28834,0,0,51,0,-51
28835,0,0,4,0,-4
28836,1,0,62,0,-62
28837,0,0,31,0,-31
28838,0,0,13,0,-13
28839,1,0,82,0,-82
28840,0,0,23,0,-23
28841,0,0,156,0,-156
28842,0,0,42,0,-42
28843,0,0,2,0,-2
28844,1,1,226,2406,2180
28845,0,0,36,0,-36
28846,0,0,6,0,-6
28847,1,0,42,0,-42
28848,1,0,26,0,-26
28849,0,0,4,0,-4
28850,1,0,53,0,-53
28851,1,0,105,0,-105
28852,1,1,1350,1705,355
28853,1,0,13,0,-13
28854,1,0,90,0,-90
28855,1,0,79,0,-79
28856,0,0,25,0,-25
28857,1,1,548,1389,841
28858,1,1,188,1382,1194
28859,1,1,40,1425,1385
28860,1,0,9,0,-9
28861,1,1,413,2291,1878
28862,1,1,799,1244,445
28863,1,1,306,1303,997
28864,0,0,31,0,-31
28865,1,1,345,1230,885
28866,0,0,14,0,-14
28867,0,0,2,0,-2
28868,1,1,145,1618,1473
28869,1,1,585,1319,734
28870,0,0,35,0,-35
28871,0,0,146,0,-146
28872,1,0,52,0,-52
28873,0,0,15,0,-15
28874,0,0,0,0,0
28875,0,0,64,0,-64
28876,1,0,39,0,-39
28877,1,1,527,1269,742
28878,1,0,53,0,-53
28879,1,1,120,1263,1143
28880,0,0,69,0,-69
28881,0,0,13,0,-13
28882,1,1,1096,1420,324
28883,0,0,16,0,-16
28884,1,0,106,0,-106
28885,0,0,4,0,-4
28886,0,0,26,0,-26
28887,0,0,39,0,-39
28888,1,1,187,2079,1892
28889,1,1,878,1399,521
28890,1,0,45,0,-45
28891,1,1,370,1346,976
28892,1,1,1456,1988,532
28893,0,0,13,0,-13
28894,1,0,9,0,-9
28895,0,0,152,0,-152
28896,1,0,44,0,-44
28897,1,0,0,0,0
28898,1,1,129,1237,1108
28899,0,0,18,0,-18
28900,0,0,33,0,-33
28901,1,1,142,1481,1339
28902,1,1,46,1321,1275
28903,1,0,103,0,-103
28904,1,0,9,0,-9
28905,0,0,180,0,-180
28906,1,1,283,1254,971
28907,1,1,337,1700,1363
28908,1,0,15,0,-15
28909,1,0,8,0,-8
28910,0,0,101,0,-101
28911,0,0,24,0,-24
28912,1,1,1934,1808,-126
28913,0,0,198,0,-198
28914,1,0,26,0,-26
28915,1,0,32,0,-32
28916,1,1,385,1285,900
28917,1,0,10,0,-10
28918,1,1,285,1815,1530
28919,1,1,277,1329,1052
28920,0,0,103,0,-103
28921,0,0,38,0,-38
28922,1,0,55,0,-55
28923,0,0,0,0,0
28924,1,0,57,0,-57
28925,1,0,148,0,-148
28926,1,0,9,0,-9
28927,1,0,174,0,-174
28928,1,0,260,0,-260
28929,1,1,65,1596,1531
28930,1,1,3084,1298,-1786
28931,1,1,187,2745,2558
28932,0,0,8,0,-8
28933,0,0,26,0,-26
28934,1,0,96,0,-96
28935,0,0,52,0,-52
28936,1,0,29,0,-29
28937,0,0,65,0,-65
28938,0,0,26,0,-26
28939,0,0,77,0,-77
28940,1,1,321,1206,885
28941,1,1,86,1427,1341
28942,1,1,414,1828,1414
28943,0,0,118,0,-118
28944,0,0,52,0,-52
28945,1,0,14,0,-14
28946,1,1,347,1264,917
28947,1,1,483,1399,916
28948,1,0,45,0,-45
28949,1,0,130,0,-130
28950,1,1,179,1289,1110
28951,0,0,38,0,-38
28952,1,0,12,0,-12
28953,1,1,587,1281,694
28954,1,1,237,1245,1008
28955,1,1,707,1433,726
28956,1,0,117,0,-117
28957,0,0,188,0,-188
28958,0,0,0,0,0
28959,1,1,517,1237,720
28960,0,0,35,0,-35
28961,1,0,6,0,-6
28962,1,0,162,0,-162
28963,1,1,494,3832,3338
28964,1,1,940,1526,586
28965,1,0,2,0,-2
28966,1,0,34,0,-34
28967,1,0,50,0,-50
28968,0,0,0,0,0
28969,0,0,34,0,-34
28970,0,0,35,0,-35
28971,1,1,1495,1228,-267
28972,1,0,9,0,-9
28973,0,0,86,0,-86
28974,0,0,97,0,-97
28975,0,0,52,0,-52
28976,1,0,45,0,-45
28977,1,0,71,0,-71
28978,0,0,54,0,-54
28979,0,0,42,0,-42
28980,1,1,42,1393,1351
28981,1,1,258,1561,1303
28982,0,0,45,0,-45
28983,1,0,44,0,-44
28984,0,0,198,0,-198
28985,1,0,20,0,-20
28986,1,1,103,1551,1448
28987,0,0,10,0,-10
28988,1,1,998,1209,211
28989,1,1,912,1317,405
28990,0,0,40,0,-40
28991,1,1,152,1463,1311
28992,1,0,166,0,-166
28993,1,1,213,1543,1330
28994,1,1,402,1316,914
28995,0,0,49,0,-49
28996,0,0,81,0,-81
28997,1,0,103,0,-103
28998,0,0,50,0,-50
28999,1,0,158,0,-158
29000,1,0,15,0,-15
29001,0,0,87,0,-87
29002,0,0,9,0,-9
29003,1,0,60,0,-60
29004,1,0,67,0,-67
29005,0,0,59,0,-59
29006,1,1,2098,1401,-697
29007,1,0,5,0,-5
29008,0,0,115,0,-115
29009,0,0,8,0,-8
29010,1,0,24,0,-24
29011,1,1,740,1837,1097
29012,1,0,8,0,-8
29013,1,1,222,1255,1033
29014,1,0,46,0,-46
29015,0,0,36,0,-36
29016,0,0,3,0,-3
29017,1,1,285,1333,1048
29018,1,1,1026,1718,692
29019,1,1,65,1962,1897
29020,0,0,36,0,-36
29021,1,0,14,0,-14
29022,0,0,3,0,-3
29023,1,1,1659,1362,-297
29024,0,0,30,0,-30
29025,1,0,116,0,-116
29026,0,0,67,0,-67
29027,1,1,787,1222,435
29028,1,1,248,1214,966
29029,0,0,3,0,-3
29030,1,0,9,0,-9
29031,1,1,374,1361,987
29032,0,0,36,0,-36
29033,1,0,20,0,-20
29034,0,0,45,0,-45
29035,1,0,4,0,-4
29036,0,0,0,0,0
29037,0,0,26,0,-26
29038,1,1,613,1849,1236
29039,1,0,58,0,-58
29040,1,1,118,1450,1332
29041,0,0,97,0,-97
29042,0,0,41,0,-41
29043,0,0,34,0,-34
29044,1,0,178,0,-178
29045,1,1,101,1402,1301
29046,1,1,463,1251,788
29047,1,0,63,0,-63
29048,1,0,5,0,-5
29049,0,0,5,0,-5
29050,1,0,71,0,-71
29051,1,0,69,0,-69
29052,1,1,308,1284,976
29053,0,0,72,0,-72
29054,1,1,7,1218,1211
29055,0,0,9,0,-9
29056,1,0,13,0,-13
29057,0,0,2,0,-2
29058,1,1,1070,1255,185
29059,1,1,2246,1897,-349
29060,0,0,4,0,-4
29061,1,0,50,0,-50
29062,1,1,711,1210,499
29063,1,1,79,1383,1304
29064,0,0,41,0,-41
29065,0,0,56,0,-56
29066,1,1,247,1283,1036
29067,0,0,24,0,-24
29068,1,1,225,1360,1135
29069,1,1,2809,1243,-1566
29070,1,1,916,1298,382
29071,0,0,52,0,-52
29072,0,0,17,0,-17
29073,1,1,39,1211,1172
29074,1,0,33,0,-33
29075,1,1,72,1845,1773
29076,1,1,652,1503,851
29077,1,0,69,0,-69
29078,0,0,42,0,-42
29079,0,0,19,0,-19
29080,1,0,82,0,-82
29081,0,0,11,0,-11
29082,1,0,54,0,-54
29083,0,0,60,0,-60
29084,1,0,23,0,-23
29085,1,0,99,0,-99
29086,1,1,273,1363,1090
29087,0,0,214,0,-214
29088,1,1,1077,1266,189
29089,1,0,49,0,-49
29090,0,0,57,0,-57
29091,0,0,86,0,-86
29092,0,0,5,0,-5
29093,1,1,836,1367,531
29094,1,1,643,1725,1082
29095,1,1,935,1639,704
29096,1,1,1187,1404,217
29097,1,0,69,0,-69
29098,0,0,248,0,-248
29099,1,0,62,0,-62
29100,1,0,10,0,-10
29101,0,0,61,0,-61
29102,0,0,79,0,-79
29103,1,1,279,1673,1394
29104,0,0,57,0,-57
29105,0,0,35,0,-35
29106,0,0,9,0,-9
29107,1,1,626,1687,1061
29108,1,0,12,0,-12
29109,0,0,9,0,-9
29110,1,0,108,0,-108
29111,0,0,14,0,-14
29112,1,1,952,1404,452
29113,1,0,118,0,-118
29114,1,0,3,0,-3
29115,0,0,11,0,-11
29116,0,0,61,0,-61
29117,1,1,1625,2428,803
29118,1,0,53,0,-53
29119,0,0,12,0,-12
29120,0,0,74,0,-74
29121,0,0,42,0,-42
29122,0,0,52,0,-52
29123,1,0,11,0,-11
29124,1,1,553,1487,934
29125,0,0,63,0,-63
29126,1,1,568,1354,786
29127,0,0,15,0,-15
29128,1,1,415,1816,1401
29129,1,1,157,2146,1989
29130,0,0,10,0,-10
29131,0,0,145,0,-145
29132,1,0,89,0,-89
29133,1,1,317,1273,956
29134,1,0,33,0,-33
29135,1,1,258,1367,1109
29136,1,0,34,0,-34
29137,0,0,65,0,-65
29138,1,1,45,1373,1328
29139,1,0,55,0,-55
29140,1,0,35,0,-35
29141,0,0,150,0,-150
29142,1,1,378,1412,1034
29143,1,1,48,1281,1233
29144,1,1,840,2245,1405
29145,0,0,57,0,-57
29146,0,0,54,0,-54
29147,0,0,18,0,-18
29148,1,1,293,5896,5603
29149,1,0,48,0,-48
29150,1,1,469,1597,1128
29151,1,1,275,1777,1502
29152,1,1,367,1424,1057
29153,0,0,17,0,-17
29154,1,1,70,2184,2114
29155,1,1,655,1234,579
29156,0,0,54,0,-54
29157,1,0,14,0,-14
29158,0,0,124,0,-124
29159,0,0,9,0,-9
29160,1,1,387,1372,985
29161,1,1,556,1275,719
29162,1,0,7,0,-7
29163,1,1,187,1340,1153
29164,1,1,298,1722,1424
29165,1,1,1192,1304,112
29166,0,0,172,0,-172
29167,1,0,22,0,-22
29168,1,1,76,1232,1156
29169,0,0,92,0,-92
29170,1,1,554,1577,1023
29171,0,0,14,0,-14
29172,1,0,108,0,-108
29173,0,0,7,0,-7
29174,0,0,1,0,-1
29175,1,1,95,1891,1796
29176,1,1,300,1887,1587
29177,0,0,49,0,-49
29178,1,1,278,1440,1162
29179,0,0,40,0,-40
29180,0,0,36,0,-36
29181,1,1,125,2476,2351
29182,0,0,54,0,-54
29183,0,0,51,0,-51
29184,1,1,42,2321,2279
29185,1,1,379,1484,1105
29186,0,0,174,0,-174
29187,1,0,22,0,-22
29188,1,0,76,0,-76
29189,1,1,402,1221,819
29190,1,0,20,0,-20
29191,1,1,65,1785,1720
29192,1,1,257,1333,1076
29193,0,0,45,0,-45
29194,0,0,9,0,-9
29195,1,0,96,0,-96
29196,1,1,476,1370,894
29197,0,0,25,0,-25
29198,1,1,542,1201,659
29199,0,0,66,0,-66
29200,0,0,7,0,-7
29201,1,0,11,0,-11
29202,0,0,1,0,-1
29203,1,0,19,0,-19
29204,1,1,213,1321,1108
29205,0,0,61,0,-61
29206,1,1,62,2590,2528
29207,1,0,20,0,-20
29208,1,0,43,0,-43
29209,0,0,33,0,-33
29210,1,1,1035,1685,650
29211,1,1,198,1605,1407
29212,1,1,955,1336,381
29213,0,0,170,0,-170
29214,0,0,17,0,-17
29215,0,0,0,0,0
29216,1,0,41,0,-41
29217,0,0,1,0,-1
29218,1,0,14,0,-14
29219,1,1,316,1239,923
29220,1,1,327,1222,895
29221,0,0,24,0,-24
29222,0,0,25,0,-25
29223,1,0,39,0,-39
29224,0,0,40,0,-40
29225,1,0,18,0,-18
29226,1,0,58,0,-58
29227,1,1,265,1214,949
29228,1,1,586,1899,1313
29229,1,1,196,1376,1180
29230,1,0,8,0,-8
29231,0,0,36,0,-36
29232,1,0,105,0,-105
29233,0,0,133,0,-133
29234,1,0,6,0,-6
29235,0,0,11,0,-11
29236,1,0,23,0,-23
29237,1,0,112,0,-112
29238,1,0,25,0,-25
29239,0,0,103,0,-103
29240,1,1,179,1448,1269
29241,0,0,108,0,-108
29242,1,1,49,1616,1567
29243,1,1,253,1524,1271
29244,1,1,233,1438,1205
29245,0,0,11,0,-11
29246,1,1,528,1265,737
29247,0,0,18,0,-18
29248,1,0,7,0,-7
29249,0,0,60,0,-60
29250,1,0,17,0,-17
29251,1,0,91,0,-91
29252,1,0,54,0,-54
29253,1,1,313,1236,923
29254,1,1,359,1403,1044
29255,1,1,54,1246,1192
29256,1,1,405,1359,954
29257,1,1,720,1262,542
29258,1,0,2,0,-2
29259,0,0,3,0,-3
29260,1,0,78,0,-78
29261,0,0,3,0,-3
29262,1,1,279,1254,975
29263,0,0,30,0,-30
29264,1,0,52,0,-52
29265,1,0,27,0,-27
29266,1,0,43,0,-43
29267,0,0,138,0,-138
29268,0,0,28,0,-28
29269,0,0,56,0,-56
29270,0,0,9,0,-9
29271,0,0,88,0,-88
29272,1,1,525,1628,1103
29273,1,1,1127,1550,423
29274,1,1,477,1688,1211
29275,1,0,39,0,-39
29276,0,0,2,0,-2
29277,1,1,15,1379,1364
29278,1,0,35,0,-35
29279,0,0,25,0,-25
29280,1,1,76,1208,1132
29281,1,0,182,0,-182
29282,1,0,15,0,-15
29283,1,0,35,0,-35
29284,1,0,24,0,-24
29285,1,1,1559,1306,-253
29286,0,0,8,0,-8
29287,1,0,5,0,-5
29288,1,1,1227,1739,512
29289,0,0,42,0,-42
29290,1,0,2,0,-2
29291,1,1,181,1444,1263
29292,1,0,25,0,-25
29293,0,0,107,0,-107
29294,1,1,988,1238,250
29295,0,0,0,0,0
29296,0,0,55,0,-55
29297,1,1,259,1933,1674
29298,0,0,3,0,-3
29299,1,0,62,0,-62
29300,1,0,17,0,-17
29301,1,0,83,0,-83
29302,0,0,32,0,-32
29303,1,1,496,1325,829
29304,0,0,7,0,-7
29305,1,1,363,1378,1015
29306,1,1,190,1787,1597
29307,0,0,72,0,-72
29308,1,1,1410,1862,452
29309,1,0,38,0,-38
29310,1,1,165,1204,1039
29311,0,0,18,0,-18
29312,1,1,108,2258,2150
29313,0,0,31,0,-31
29314,0,0,70,0,-70
29315,1,0,67,0,-67
29316,1,1,633,2716,2083
29317,1,1,166,1238,1072
29318,0,0,30,0,-30
29319,0,0,3,0,-3
29320,0,0,99,0,-99
29321,0,0,85,0,-85
29322,0,0,16,0,-16
29323,1,1,616,1509,893
29324,1,0,20,0,-20
29325,1,0,9,0,-9
29326,1,1,265,1349,1084
29327,1,1,431,1209,778
29328,1,1,620,1403,783
29329,1,1,945,1853,908
29330,0,0,55,0,-55
29331,0,0,17,0,-17
29332,1,1,982,2084,1102
29333,1,0,155,0,-155
29334,1,0,88,0,-88
29335,1,1,152,1409,1257
29336,1,1,729,1306,577
29337,1,1,95,1537,1442
29338,0,0,36,0,-36
29339,0,0,43,0,-43
29340,1,1,760,1474,714
29341,0,0,77,0,-77
29342,1,1,236,1284,1048
29343,0,0,69,0,-69
29344,1,1,1555,1619,64
29345,1,1,57,1202,1145
29346,0,0,4,0,-4
29347,1,0,105,0,-105
29348,0,0,7,0,-7
29349,1,0,86,0,-86
29350,1,0,25,0,-25
29351,1,1,40,1487,1447
29352,0,0,13,0,-13
29353,1,0,15,0,-15
29354,1,0,0,0,0
29355,1,1,213,1225,1012
29356,1,0,9,0,-9
29357,0,0,21,0,-21
29358,0,0,15,0,-15
29359,1,1,1018,1260,242
29360,1,0,4,0,-4
29361,1,1,488,1597,1109
29362,0,0,122,0,-122
29363,0,0,14,0,-14
29364,1,1,532,1217,685
29365,0,0,44,0,-44
29366,1,0,60,0,-60
29367,1,1,761,1235,474
29368,1,1,403,1291,888
29369,1,1,493,1607,1114
29370,1,0,1,0,-1
29371,0,0,30,0,-30
29372,0,0,38,0,-38
29373,1,0,113,0,-113
29374,0,0,9,0,-9
